1.048326830947472199e-01,2.249437446376489624e-01,3.620031356711689852e-01
1.045406145941031040e-01,2.243746679187391124e-01,3.611794872684371827e-01
1.042466572584243301e-01,2.238019511291172714e-01,3.603506982681876636e-01
1.039507784830639575e-01,2.232255321960256444e-01,3.595166829851808576e-01
1.036529447478280463e-01,2.226453473190661281e-01,3.586773533935512792e-01
1.033531215812057563e-01,2.220613309031751470e-01,3.578326190374600535e-01
1.030512735228002186e-01,2.214734154882490869e-01,3.569823869373481284e-01
1.027473640838524188e-01,2.208815316752150426e-01,3.561265614915182787e-01
1.024413557057354263e-01,2.202856080483273082e-01,3.552650443727726204e-01
1.021332097162937075e-01,2.196855710934500772e-01,3.543977344197842272e-01
1.018228862838898158e-01,2.190813451120771638e-01,3.535245275228849349e-01
1.015103443690089230e-01,2.184728521308069993e-01,3.526453165039103443e-01
1.011955416732640833e-01,2.178600118059866864e-01,3.517599909897241584e-01
1.008784345856293257e-01,2.172427413232030646e-01,3.508684372790107364e-01
1.005589781257163334e-01,2.166209552912781722e-01,3.499705382018943323e-01
1.002371258838942181e-01,2.159945656304044226e-01,3.490661729719168327e-01
9.991282995803786593e-02,2.153634814540149045e-01,3.481552170298484739e-01
9.958604088666969667e-02,2.147276089439626168e-01,3.472375418787914669e-01
9.925670757824460455e-02,2.140868512185399863e-01,3.463130149099680199e-01
9.892477723630242747e-02,2.134411081928339338e-01,3.453814992185501587e-01
9.859019528019249967e-02,2.127902764308698680e-01,3.444428534088295191e-01
9.825290526104801803e-02,2.121342489889494198e-01,3.434969313879643882e-01
9.791284877265990505e-02,2.114729152495377074e-01,3.425435821474833165e-01
9.756996535687018079e-02,2.108061607449975006e-01,3.415826495316452438e-01
9.722419240306942601e-02,2.101338669704078121e-01,3.406139719916859154e-01
9.687546504134778025e-02,2.094559111846335253e-01,3.396373823248875490e-01
9.652371602880513435e-02,2.087721661987388955e-01,3.386527073973167323e-01
9.616887562848228099e-02,2.080825001507529970e-01,3.376597678489723919e-01
9.581087148032400858e-02,2.073867762657035929e-01,3.366583777799658228e-01
9.544962846352790520e-02,2.066848525997319330e-01,3.356483444162263741e-01
9.508506854957166077e-02,2.059765817669862165e-01,3.346294677530878281e-01
9.471711064514110046e-02,2.052618106478690529e-01,3.336015401749473641e-01
9.434567042410506310e-02,2.045403800770648484e-01,3.325643460490153580e-01
9.397066014759537789e-02,2.038121245096252698e-01,3.315176612909778164e-01
9.359198847115529629e-02,2.030768716632034288e-01,3.304612529001701438e-01
9.320956023781097610e-02,2.023344421343419575e-01,3.293948784616262393e-01
9.282327625579925301e-02,2.015846489864896729e-01,3.283182856120793192e-01
9.243303305954926608e-02,2.008272973071778822e-01,3.272312114666944827e-01
9.203872265236263950e-02,2.000621837315062213e-01,3.261333820029619912e-01
9.164023222906274302e-02,1.992890959287770547e-01,3.250245113977978662e-01
9.123744387669076306e-02,1.985078120487541453e-01,3.239043013134497162e-01
9.083023425110334226e-02,1.977181001236290592e-01,3.227724401273270316e-01
9.041847422707688375e-02,1.969197174213130341e-01,3.216286021002995876e-01
9.000202851923923275e-02,1.961124097451631410e-01,3.204724464773850423e-01
8.958075527082431933e-02,1.952959106746552653e-01,3.193036165140209492e-01
8.915450560687573911e-02,1.944699407408469749e-01,3.181217384202934539e-01
8.872312314810106015e-02,1.936342065297037285e-01,3.169264202145634091e-01
8.828644348109297713e-02,1.927883997054787024e-01,3.157172504768517296e-01
8.784429358007415922e-02,1.919321959453238469e-01,3.144937969911213438e-01
8.739649117467901407e-02,1.910652537751426627e-01,3.132556052641754518e-01
8.694284405753957556e-02,1.901872132953442152e-01,3.120021969072648282e-01
8.648314932458088522e-02,1.892976947835955381e-01,3.107330678646071376e-01
8.601719253992680392e-02,1.883962971598555081e-01,3.094476864708458619e-01
8.554474681614611387e-02,1.874825962968555693e-01,3.081454913169262566e-01
8.506557179920103129e-02,1.865561431567182848e-01,3.068258889009158885e-01
8.457941254585465973e-02,1.856164617315091414e-01,3.054882510368255866e-01
8.408599827939867988e-02,1.846630467620990479e-01,3.041319119904245527e-01
8.358504100733260556e-02,1.836953612056864693e-01,3.027561653062579294e-01
8.307623398197060138e-02,1.827128334175558422e-01,3.013602602844120404e-01
8.255924998179876850e-02,1.817148540069620510e-01,2.999433980588657733e-01
8.203373938763018625e-02,1.807007723202449234e-01,2.985047272212663083e-01
8.149932802307698065e-02,1.796698924961387389e-01,2.970433389244101496e-01
8.095561472339560249e-02,1.786214690284247952e-01,2.955582613882214438e-01
8.040216859014329143e-02,1.775547017592080945e-01,2.940484537171725865e-01
7.983852588102814674e-02,1.764687302116454137e-01,2.925127989212782387e-01
7.926418647447400212e-02,1.753626271532980063e-01,2.909500960123503899e-01
7.867860983628992277e-02,1.742353912595624721e-01,2.893590510221166201e-01
7.808121040082156850e-02,1.730859387197951627e-01,2.877382667579453934e-01
7.747135226026817534e-02,1.719130935953526451e-01,2.860862310736715375e-01
7.684834303242489562e-02,1.707155766969701283e-01,2.844013033853424743e-01
7.621142674756008206e-02,1.694919926962256684e-01,2.826816991018819558e-01
7.555977555758065789e-02,1.682408151189555001e-01,2.809254715650720269e-01
7.489248002254389469e-02,1.669603687829402938e-01,2.791304909970249160e-01
7.420853766747395608e-02,1.656488091318485956e-01,2.772944198298218921e-01
7.350683942154767614e-02,1.643040977738659814e-01,2.754146836322013958e-01
7.278615344534490605e-02,1.629239733449135141e-01,2.734884366394812472e-01
7.204510571056849111e-02,1.615059165662515728e-01,2.715125206177145256e-01
7.128215650690369887e-02,1.600471080308660254e-01,2.694834154263666681e-01
7.049557179288649944e-02,1.585443767979308749e-01,2.673971791495680095e-01
6.968338795286044274e-02,1.569941372492539289e-01,2.652493749917004262e-01
6.884336802701633562e-02,1.553923107902379919e-01,2.630349812007636290e-01
6.797294678010852576e-02,1.537342277453740691e-01,2.607482789750783514e-01
6.706916096409931694e-02,1.520145030258651109e-01,2.583827114447112550e-01
6.612855964777372697e-02,1.502268765513661009e-01,2.559307041150741813e-01
6.514708726743649592e-02,1.483640055293291293e-01,2.533834331616429125e-01
6.411992865525580065e-02,1.464171897685420942e-01,2.507305219234321481e-01
6.304129996660659541e-02,1.443760019158466801e-01,2.479596365931400481e-01
6.190416080764588047e-02,1.422277795324884409e-01,2.450559372350102072e-01
6.069980847781709238e-02,1.399569109977933101e-01,2.420013158842532208e-01
5.941729032027794066e-02,1.375438041546581391e-01,2.387733120782152829e-01
5.804252509189801457e-02,1.349633489112727347e-01,2.353435229200015466e-01
5.655693845162935302e-02,1.321825375562121485e-01,2.316751888348299038e-01
5.493524404469233430e-02,1.291566091857971610e-01,2.277193690950597149e-01
5.314162320180149807e-02,1.258224388351929512e-01,2.234085588362795527e-01
5.112265051487140805e-02,1.220863526490625489e-01,2.186453087536620876e-01
4.879286511672297627e-02,1.177994107366595322e-01,2.132801006247279363e-01
4.600108161240028248e-02,1.127000688666357359e-01,2.070628935981163876e-01
4.243370580158466882e-02,1.062509523541108059e-01,1.995165263008122913e-01
3.721259540027397478e-02,9.696750454805942721e-02,1.894917537207052027e-01
2.312257323437770171e-02,7.300667862337013869e-02,1.728736374061491943e-01
